WardCode,WardName,Borough,type1_count,type2_count,type3_count,population,area_km2,pop_density,type1_density,type2_density,type3_density
E05011102,Faraday,Southwark,1288,1578,505,12426,1.1048587885074084,11246.686118853893,1165.759835915324,1428.2368176043333,457.0719853549989
E05011103,Goose Green,Southwark,608,1279,199,13505,1.1556466738348916,11686.097754415787,526.1123609540762,1106.7396540464858,172.19796024648215
E05011104,London Bridge & West Bermondsey,Southwark,1803,5553,705,14951,1.1678760656804337,12801.872081597267,1543.828196315957,4754.785343395734,603.6599436509981
E05011105,Newington,Southwark,835,947,258,13357,0.7869937624736361,16972.180259748187,1060.9995146282652,1203.3132219796012,327.82979014861365
E05011106,North Bermondsey,Southwark,1089,1824,358,15180,0.9158714079832901,16574.37918432863,1189.0315501800974,1991.5459573264443,390.8845683787648
E05011107,North Walworth,Southwark,1896,4759,876,15679,0.7920184957393795,19796.254865693576,2393.8834890844455,6008.698061473036,1106.0347766023071
E05011108,Nunhead & Queen's Road,Southwark,1015,1270,293,15588,1.312571920683047,11875.92066718004,773.2909595321877,967.5660281831314,223.2258631950059
E05011109,Old Kent Road,Southwark,1382,2024,494,19085,1.6542435409257608,11536.99532616552,835.4271700686794,1223.5199654261992,298.62592041528774
E05011110,Peckham,Southwark,1200,1371,444,14786,0.8615200427677365,17162.68834848949,1392.886921289557,1591.373307573319,515.3681608771361
E05011111,Peckham Rye,Southwark,445,536,96,10085,1.8931439929598792,5327.117238574323,235.05871801344313,283.12690529259663,50.70929647031582
E05011112,Rotherhithe,Southwark,1060,1847,373,15543,1.4133485706726625,10997.287097126038,749.9919142349354,1306.8255335772883,263.91224906568954
E05011113,Rye Lane,Southwark,1338,3184,452,14441,1.2677996534313432,11390.600999862194,1055.371798200652,2511.437821727112,356.52320836075836
E05011114,St George's,Southwark,956,2154,315,8456,0.5734557578847954,14745.688544814944,1667.0858856247737,3756.174683719417,549.3013116859871
E05011115,St Giles,Southwark,1244,1547,355,16019,1.1241103435115039,14250.38039411659,1106.6529252937785,1376.1994175478098,315.80529620521816
E05011116,South Bermondsey,Southwark,1183,1435,379,15830,1.217809672081847,12998.747146537766,971.4161638884508,1178.345050870606,311.2144768501461
E05011117,Surrey Docks,Southwark,533,904,182,12923,1.249672532848395,10341.109098832825,426.51173486635423,723.3895090416214,145.63815336899899
E05011217,Barnehurst,Bexley,489,406,121,11793,2.1268622542461166,5544.787856597758,229.9161588973377,190.89153479001862,56.891319481754316
E05011218,Belvedere,Bexley,1069,1357,344,17643,4.945214297094113,3567.6916995017405,216.16858962576435,274.40671292999275,69.56220283560612
E05011219,Bexleyheath,Bexley,1428,1692,709,15708,3.6417822329504097,4313.272731652073,392.1157028774612,464.6076815606893,194.68489729700278
E05011220,Blackfen & Lamorbey,Bexley,459,586,174,16758,2.905688105239502,5767.308600596938,157.9660250432029,201.67340016408912,59.88254544121418
E05011221,Blendon & Penhill,Bexley,358,600,143,15665,3.3779742534448416,4637.39472970373,105.98067751253976,177.62124722772026,42.33306392260666
E05011222,Crayford,Bexley,866,1349,343,16293,5.092545524436857,3199.382297481123,170.0524807965784,264.8969937581805,67.3533497843261
E05011223,Crook Log,Bexley,582,1189,237,15290,2.6616395602969685,5744.579479534803,218.66221432892448,446.7171354589196,89.04286047414965
E05011224,East Wickham,Bexley,652,535,164,15894,2.8144686934462753,5647.247040626355,231.66006483505618,190.0891636299924,58.27032305667058
E05011225,Erith,Bexley,1120,1310,460,13049,2.418150426902778,5396.2730584604105,463.1639072324055,541.73635578076,190.2280333275951
E05011226,Falconwood & Welling,Bexley,632,1266,325,16589,3.273676916614397,5067.390711590493,193.05509251462968,386.721118866331,99.27674852413709
E05011227,Longlands,Bexley,324,331,73,10070,1.8803524795992579,5355.378903292709,172.30811962927882,176.03082591756572,38.82250843499183
E05011228,Northumberland Heath,Bexley,498,452,207,11180,1.7131601690632803,6525.951397826969,290.69085832896513,263.8398955114302,120.8293326789072
E05011229,St Mary's & St James,Bexley,349,557,116,10786,8.751159061603987,1232.5224492060654,39.880431556917934,63.648711682530916,13.255386993130317
E05011230,Sidcup,Bexley,884,1216,287,15450,4.003550429552006,3859.0746568237537,220.80401272700314,303.7304066470993,71.686370647794
E05011231,Slade Green & Northend,Bexley,943,764,310,12698,4.32512996411553,2935.865535914985,218.02813044320607,176.64209083627725,71.67414680529573
E05011232,Thamesmead East,Bexley,1115,1124,364,15803,4.284606996726888,3688.3196083263374,260.23390263139066,262.33444534321353,84.95528301150331
E05011233,West Heath,Bexley,371,521,101,15968,2.367281121457838,6745.290981819032,156.71987438970822,220.08370500549321,42.66497928129523
